age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do AI robots require continuous learning?,"Continuous learning allows robots to adapt to new environments, improve efficiency, and handle unexpected situations.","Explain changing conditions in real-world tasks.,  Describe AI adaptation and learning process.,  Highlight improvements in performance over time."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots detect forest fires early?,"By using heat, smoke sensors, and AI to analyze data and alert authorities quickly.","Install heat and smoke sensors.,  Use AI to analyze sensor data in real-time.,  Trigger alerts when fire is detected."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a medical robot?,"A medical robot assists doctors in surgeries, patient care, or diagnostics using AI and precision tools.","Define medical robot.,  Explain tasks like surgery or monitoring.,  Give examples such as robotic surgical arms."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why do robots use multiple sensors instead of one?,Multiple sensors provide more accurate data and allow robots to better understand their environment.,"Identify types of sensors (distance,  motion,  temperature).,  Explain data combination for better accuracy.,  Provide examples like navigation or object detection."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can a robot detect and help injured animals in the wild?,"By using cameras, thermal sensors, and AI to locate animals, assess injuries, and alert wildlife experts.","Equip robot with cameras and thermal sensors.,  Use AI to analyze movement and detect injuries.,  Send reports to experts for intervention."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robotic cleaner?,A robotic cleaner is a robot that automatically cleans floors or surfaces using sensors to avoid obstacles.,"Define robotic cleaner.,  Explain autonomous cleaning and obstacle detection.,  Provide examples like robot vacuums or mop robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,comparison,Compare AI robots used in space exploration vs. factories.,"Space robots focus on exploration and data collection in unknown environments, while factory robots optimize production tasks.","Explain space robot tasks and challenges.,  Explain factory robot tasks and efficiency goals.,  Highlight differences in purpose and environment."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots detect structural damage in buildings?,"By using cameras, sensors, and AI analysis to detect cracks, vibrations, or weaknesses in structures.","Install visual and vibration sensors.,  Use AI to interpret data and detect damage.,  Report findings to engineers for maintenance."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a robotic teacher?,A robotic teacher is a robot that helps students learn using AI and interactive tools.,"Define robotic teacher.,  Explain its teaching functions.,  Give examples like interactive AI lessons or tutoring robots."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,Why are AI robots important in manufacturing?,"They increase efficiency, reduce errors, and can perform dangerous or repetitive tasks safely.","Explain tasks like assembly or welding.,  Highlight error reduction and safety benefits.,  Show efficiency improvement over human labor."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,hard,problem-solving,How can AI robots detect underwater mines?,"By using sonar sensors, cameras, and AI to detect, classify, and map mines safely.","Equip robot with sonar and visual sensors.,  Use AI to analyze and classify objects.,  Map mine locations and alert human operators."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,easy,definition,What is a delivery robot?,A delivery robot is a robot that transports goods or packages from one location to another automatically.,"Define delivery robot.,  Explain its autonomous transportation function.,  Give examples in hospitals,  restaurants,  or campuses."
11–12,Computer Science / Information Technology,Introduction to Artificial Intelligence and Robotics,medium,analysis,How do robots use AI to play music?,"AI allows robots to recognize notes, adjust timing, and play instruments in harmony or with human musicians.","Explain sensors for music input.,  Describe AI for timing and note analysis.,  Highlight performance alongside humans or other robots."
