age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
40-42,language,Strengthen sequence language.,"Using time words like first, next, and last",Sequence words organize thoughts and stories.,Model time words during storytelling.,['Model time words'],['Correct constantly'],Modeling works best.
40-42,language,Encourage confident speaking.,Speaking clearly to familiar listeners,Clarity supports confident communication.,Encourage speaking at a comfortable pace.,['Encourage clarity'],['Pressure perfection'],Confidence comes before perfection.
40-42,language,Support expressive flexibility.,Rephrasing ideas when not understood,Flexibility improves communication success.,Ask the child to say it another way.,['Encourage rephrasing'],['Speak for the child'],Trying again builds skill.
40-42,language,Build listener awareness.,Noticing when the listener needs more information,Awareness improves effective communication.,Prompt with “Can you tell me more?”,['Prompt gently'],['Assume understanding'],Awareness improves clarity.
40-42,language,Encourage expressive confidence.,Sharing stories without prompting,Spontaneous sharing reflects language growth.,Create relaxed times for conversation.,['Create space to talk'],['Force sharing'],Comfort fuels confidence.
40-42,language,Strengthen vocabulary usage.,Using new words in stories,Active use strengthens word learning.,Highlight and repeat new words naturally.,['Highlight new words'],['Drill vocabulary'],Use beats memorization.
40-42,language,Support narrative confidence.,Staying engaged while telling a story,Sustained storytelling builds focus and confidence.,Listen attentively and avoid interrupting.,['Listen fully'],['Distract during stories'],Attention builds confidence.
40-42,cognitive,Develop sorting and grouping skills.,Sorting objects by one clear attribute,Sorting builds early logic and classification skills.,Ask the child to sort toys by color or size.,['Start with one attribute'],['Mix rules mid-task'],One rule at a time.
40-42,cognitive,Strengthen flexible thinking.,Re-sorting the same items using a new rule,Flexibility supports adaptive problem-solving.,"After sorting by color, switch to sorting by shape.",['Change rules gradually'],['Expect instant adjustment'],Flexibility grows with practice.
40-42,cognitive,Build grouping awareness.,Identifying which items belong together,Grouping supports reasoning and concept formation.,Ask why certain items go together.,['Ask reasoning questions'],['Provide answers immediately'],Thinking matters more than speed.
40-42,cognitive,Encourage comparison skills.,Comparing quantities within small groups,Comparison supports early math understanding.,Ask which group has more or fewer items.,['Use everyday objects'],['Turn it into a test'],Keep it playful.
40-42,cognitive,Support reasoning through explanation.,Explaining sorting or grouping choices,Explanation strengthens understanding and language.,Invite the child to explain their sorting logic.,['Invite explanations'],['Correct prematurely'],Explanations deepen learning.
40-42,cognitive,Build attention to detail.,Noticing small differences between objects,Detail awareness supports classification accuracy.,Point out subtle differences in size or shape.,['Highlight differences'],['Overwhelm with details'],Small details matter.
40-42,cognitive,Encourage independent problem-solving.,Trying to sort without adult guidance,Independence builds confidence in thinking.,Step back and observe before helping.,['Allow independent attempts'],['Jump in too early'],Pause before helping.
40-42,cognitive,Strengthen memory and categorization.,Remembering previous sorting rules,Memory supports consistent reasoning.,Ask how items were sorted last time.,['Review past tasks'],['Assume recall'],Review reinforces memory.
40-42,cognitive,Support multi-step thinking.,Sorting items into more than two groups,Multiple groups increase cognitive complexity.,Gradually introduce a third group.,['Increase complexity slowly'],['Add too many groups'],Complexity builds gradually.
40-42,cognitive,Encourage confidence in thinking skills.,Sticking with a chosen sorting approach,Confidence supports independent reasoning.,Acknowledge effort and reasoning used.,['Acknowledge reasoning'],['Override decisions'],Confidence grows through trust.
40-42,motor,Build coordination for pedaling.,Pedaling a tricycle using both feet,Coordinated pedaling strengthens leg muscles and coordination.,Guide foot placement and encourage steady pedaling.,['Guide foot placement'],['Push the tricycle for the child'],Both feet working together builds control.
40-42,motor,Improve balance while riding.,Staying balanced while pedaling forward,Balance supports safe and confident riding.,"Practice on flat, open surfaces.",['Choose flat areas'],['Start on slopes'],Flat ground builds confidence.
40-42,motor,Encourage steering control.,Steering the tricycle around obstacles,Steering builds hand-eye coordination.,Set up simple paths to steer around.,['Create simple paths'],['Overcrowd the area'],Clear paths support control.
40-42,motor,Develop starting control.,Starting to pedal from a stopped position,Starting control supports independence in riding.,Encourage pushing pedals forward to begin.,['Encourage self-start'],['Start it for them'],Starting builds independence.
40-42,motor,Support stopping safely.,Stopping pedaling when asked,Stopping control supports safety awareness.,Practice stop cues during riding.,['Practice stop cues'],['Shout suddenly'],Calm cues improve response.
40-42,motor,Build leg strength and endurance.,Pedaling for longer distances,Endurance supports physical fitness.,Gradually increase riding time.,['Increase time gradually'],['Push past fatigue'],Endurance grows slowly.
40-42,motor,Encourage confident movement.,Riding without frequent stopping,Continuous movement builds confidence.,Encourage steady pedaling stretches.,['Encourage steady riding'],['Interrupt often'],Flow builds confidence.
40-42,motor,Improve coordination between arms and legs.,Steering while pedaling simultaneously,Combined coordination supports complex movement.,Practice gentle turns while pedaling.,['Practice gentle turns'],['Demand sharp turns'],Gentle practice builds skill.
40-42,motor,Support spatial awareness.,Navigating around people and objects safely,Awareness prevents collisions.,Remind to look ahead while riding.,['Prompt looking ahead'],['Allow crowded riding'],Looking ahead prevents bumps.
40-42,motor,Build confidence in physical ability.,Trying tricycle riding without hesitation,Confidence supports ongoing physical development.,Encourage attempts without pressure.,['Encourage attempts'],['Compare to others'],Confidence fuels movement.
40-42,social,Support empathy development.,Recognizing when others feel happy or upset,Emotion recognition supports kinder social interactions.,Point out facial expressions and name the feeling.,['Name emotions'],['Ignore emotional cues'],Awareness is the first step to empathy.
40-42,social,Encourage caring responses.,Offering comfort to others,Comforting behaviors strengthen social bonds.,Model gentle words or actions when someone is upset.,['Model caring actions'],['Force apologies'],Modeling teaches compassion.
