age_month,stage_name,development_goal,domain,skill,activity_idea
5,Emotional & Social Development Stage,Encourage social interaction.,emotional_social,Initiates simple social play like peek-a-boo.,Play interactive games that involve hiding and revealing faces.
5,Emotional & Social Development Stage,Recognize and respond to emotions.,emotional_social,"Reacts differently to happy, sad, or surprised expressions.",Show varied facial expressions during interaction.
5,Emotional & Social Development Stage,Encourage reciprocal smiling.,emotional_social,Smiles back when someone smiles at them.,Engage in face-to-face play and respond to baby’s smiles.
5,Emotional & Social Development Stage,Develop awareness of social cues.,emotional_social,Turns head toward people talking or interacting nearby.,Talk or make gentle sounds from different directions.
5,Emotional & Social Development Stage,Promote emotional expression.,emotional_social,Uses sounds or gestures to express excitement or displeasure.,Encourage vocal responses and acknowledge baby’s feelings.
5,Emotional & Social Development Stage,Develop interest in peer interaction.,emotional_social,Watches other children or babies with curiosity.,Allow safe playtime where baby observes others.
5,Emotional & Social Development Stage,Encourage joint attention.,emotional_social,Looks at object or toy when caregiver points or talks about it.,Point to toys while talking to engage baby’s attention.
5,Emotional & Social Development Stage,Promote imitation of social behaviors.,emotional_social,Copies simple facial expressions like sticking out tongue.,Make funny faces and encourage baby to imitate.
5,Emotional & Social Development Stage,Encourage positive social interactions.,emotional_social,Reaches toward familiar people to engage.,Offer toys or gestures to invite interaction.
5,Emotional & Social Development Stage,Develop early empathy.,emotional_social,Shows concern or interest when others are upset or crying.,Demonstrate comforting behaviors and observe baby’s reactions.
5,Emotional & Social Development Stage,Encourage playful exploration.,emotional_social,Enjoys playful interaction with caregivers and toys.,Use interactive toys to engage in fun games together.
5,Emotional & Social Development Stage,Develop anticipation in social games.,emotional_social,Shows excitement when anticipating peek-a-boo or playful actions.,Play repetitive social games to build anticipation.
5,Emotional & Social Development Stage,Encourage expression of attachment.,emotional_social,Reaches or moves toward caregiver for comfort or play.,"Offer hugs, gentle touch, and interactive gestures."
5,Emotional & Social Development Stage,Develop recognition of familiar routines.,emotional_social,Shows comfort or excitement during familiar daily routines.,Maintain consistent routines for feeding and play.
5,Emotional & Social Development Stage,Promote social engagement through gestures.,emotional_social,Uses hand movements or vocalizations to interact with caregivers.,"Encourage waving, reaching, and babbling games."
5,Emotional & Social Development Stage,Encourage recognition of social patterns.,emotional_social,Anticipates caregiver responses in familiar play routines.,Repeat familiar interactive games to strengthen anticipation.
5,Emotional & Social Development Stage,Develop early social curiosity.,emotional_social,Observes others’ actions with interest.,Allow baby to watch safe interactions between people or children.
5,Emotional & Social Development Stage,Encourage joyful interaction.,emotional_social,Laughs or squeals when engaged in play.,Use gentle tickling or funny sounds to elicit laughter.
5,Emotional & Social Development Stage,Develop trust with caregivers.,emotional_social,Seeks comfort or proximity when upset.,Respond promptly with soothing touch and voice.
5,Emotional & Social Development Stage,Encourage social imitation.,emotional_social,Mimics facial expressions or simple gestures.,Demonstrate gestures like waving or sticking out tongue.
5,Emotional & Social Development Stage,Promote recognition of emotions.,emotional_social,"Reacts differently to happy, sad, or surprised expressions.",Show varied expressions while interacting.
5,Emotional & Social Development Stage,Develop engagement in social routines.,emotional_social,Looks forward to familiar play routines like peek-a-boo.,Repeat interactive games to build anticipation.
5,Emotional & Social Development Stage,Encourage sharing attention.,emotional_social,Points or reaches toward objects to show caregivers.,Use toys to encourage shared focus and pointing.
5,Emotional & Social Development Stage,Stimulate social curiosity.,emotional_social,Observes unfamiliar people or children with interest.,Allow safe exposure to new faces while supervising.
5,Emotional & Social Development Stage,Encourage attachment behaviors.,emotional_social,Reaches or moves toward familiar caregivers.,"Offer hugs, hold hands, and gentle touch."
5,Emotional & Social Development Stage,Promote interactive play.,emotional_social,Engages in playful activities with toys and caregivers.,Provide interactive toys for peek-a-boo or rolling games.
5,Emotional & Social Development Stage,Develop anticipation of social responses.,emotional_social,Shows excitement before familiar caregiver actions.,Repeat familiar routines and observe reactions.
5,Emotional & Social Development Stage,Encourage response to emotional cues.,emotional_social,"Reacts to smiling, laughing, or soothing voices.",Engage with positive and varied emotional expressions.
5,Emotional & Social Development Stage,Stimulate early empathy.,emotional_social,Shows interest or concern when others cry.,Demonstrate comforting actions and observe baby’s reactions.
5,Emotional & Social Development Stage,Encourage social gestures.,emotional_social,Uses gestures like reaching or waving during interaction.,"Play games encouraging waving, reaching, or clapping."
5,Emotional & Social Development Stage,Develop recognition of social patterns.,emotional_social,Anticipates caregiver reactions during familiar play.,Repeat interactive games to strengthen pattern recognition.
5,Emotional & Social Development Stage,Promote engagement through facial expressions.,emotional_social,Responds with smiles or coos to expressive faces.,Use animated facial expressions during interaction.
5,Emotional & Social Development Stage,Encourage social participation.,emotional_social,Engages with caregivers during play and daily routines.,Invite baby to participate in activities like songs or games.
5,Emotional & Social Development Stage,Develop comfort in social settings.,emotional_social,Shows calmness and interest when approached by familiar people.,Provide gentle introduction to new caregivers or family members.
5,Emotional & Social Development Stage,Encourage early social communication.,emotional_social,Uses sounds or gestures to communicate needs or interest.,Respond to baby’s cues promptly to reinforce interaction.
5,Emotional & Social Development Stage,Promote recognition of familiar routines.,emotional_social,Shows excitement or comfort during daily familiar activities.,"Maintain consistent daily routines for feeding, play, and rest."
5,Emotional & Social Development Stage,Encourage curiosity in social interactions.,emotional_social,Observes caregivers and peers with interest.,Provide opportunities to watch safe interactions between people.
5,Montessori & Creative Stage,Encourage sensory exploration.,montessori_creative,Explores textures with hands and mouth.,Provide soft sensory blocks and textured toys.
5,Montessori & Creative Stage,Promote early object manipulation.,montessori_creative,Grasps and shakes small toys.,Offer lightweight rattles or ring toys.
5,Montessori & Creative Stage,Stimulate fine motor skills.,montessori_creative,Transfers objects from one hand to another.,Place toys within reach to encourage hand-to-hand transfer.
5,Montessori & Creative Stage,Encourage early problem-solving.,montessori_creative,Tries to reach or move objects to explore them.,Place toys slightly out of reach to encourage movement and exploration.
5,Montessori & Creative Stage,Promote visual tracking skills.,montessori_creative,Follows moving objects with eyes.,Use mobiles or gently move toys to attract attention.
