age_group,environment,topic,scenario,safety_category,response_guidance,learning_goal,emotional_tone,message_style,trusted_action,complexity_level,reviewed_by
4–5,Outdoor,Avoid Chasing Toys onto Streets,A ball rolls into the street and you chase it.,Unsafe behavior,Ask an adult to retrieve the toy.,Prevent traffic-related accidents.,Serious,Scenario,Stay on sidewalks and call an adult for help.,1,"['Child safety NGO', 'Preschool teacher']"
4–5,Outdoor,Safe Jumping on Play Mats,You jump off playground equipment onto the ground.,Unsafe behavior,Use landing areas properly and do not jump from heights.,Prevent injuries during play.,Instructional,Scenario,Land safely on soft mats or ground under adult supervision.,1,"['Child safety NGO', 'Preschool teacher']"
4–5,Outdoor,Avoid Running While Holding Toys,You run while holding a heavy or sharp toy.,Unsafe behavior,Walk carefully when carrying toys.,Prevent tripping and collisions.,Instructional,Scenario,Hold items safely and walk slowly.,1,"['Child safety NGO', 'Preschool teacher']"
4–5,Outdoor,Safe Watching for Moving Objects,You do not look before running and almost collide with a ball.,Unsafe behavior,Look around and avoid running into moving objects.,Teach awareness of surroundings.,Friendly,Instruction,Stop and check for obstacles before moving.,1,"['Child safety NGO', 'Preschool teacher']"
4–5,Outdoor,Avoid Picking Up Small Objects,You pick up small sticks or stones to throw at friends.,Unsafe behavior,Do not pick up or throw objects that can hurt.,Prevent injuries during play.,Instructional,Scenario,Use safe toys or balls instead.,1,"['Child safety NGO', 'Preschool teacher']"
4–5,Outdoor,Safe Play in Groups,You push friends to be first in line for a slide.,Unsafe behavior,Wait your turn and play gently with others.,Teach fairness and safe group play.,Friendly,Instruction,Wait patiently and follow playground rules.,1,"['Child safety NGO', 'Preschool teacher']"
6–8,Outdoor,Visible Play Areas,"You want to go play in the park, but your friends are behind the trees out of sight.",Potentially unsafe behavior,Stay where you and your friends are visible to adults or in open areas.,Teach children to always play in areas where adults can see them.,Cautionary,Scenario,Move to an open area and make sure an adult is watching.,1,"['Child safety NGO', 'Primary school teacher']"
6–8,Outdoor,Risky Climbing,You see a tall tree in the playground and want to climb it alone.,Unsafe behavior,Avoid climbing high places without adult supervision.,Help children understand risks of climbing and falling.,Serious,Scenario,Ask an adult for permission and guidance before climbing.,2,"['Child safety NGO', 'School counselor']"
6–8,Outdoor,Use of Safety Gear,You want to ride your scooter without a helmet and pads.,Unsafe behavior,"Always wear helmets, knee pads, and elbow pads when riding.",Teach children the importance of protective gear.,Encouraging,Instructional,Put on your helmet and pads before riding.,1,"['Child safety NGO', 'Sports coach']"
6–8,Outdoor,Peer Pressure,A friend asks you to play a game that involves throwing rocks.,Unsafe behavior,Refuse and suggest a safe alternative.,Teach children to resist unsafe peer pressure.,Firm,Scenario,Say no and move to a safe play area.,2,"['Child safety NGO', 'Primary school teacher']"
6–8,Outdoor,Secret Keeping,Someone at the playground asks you to keep a secret about taking toys.,Unsafe behavior,Tell a trusted adult immediately.,Teach children not to keep secrets that could be harmful.,Serious,Scenario,"Inform a parent, teacher, or guardian immediately.",2,"['Child safety NGO', 'School counselor']"
6–8,Outdoor,Street Safety,You want to run across the street to catch a ball.,Unsafe behavior,Stop and look both ways before crossing and hold an adult’s hand.,Reinforce street crossing safety.,Cautionary,Scenario,Ask an adult for help before crossing the street.,1,"['Child safety NGO', 'Traffic safety officer']"
6–8,Outdoor,Stranger Approach,An unknown adult offers you candy at the playground.,Unsafe behavior,"Say no, step back, and tell a trusted adult immediately.",Help children recognize and respond to stranger danger.,Serious,Scenario,Move away and inform a parent or teacher.,3,"['Child safety NGO', 'School counselor']"
6–8,Outdoor,Playground Etiquette,You push another child to go first on the slide.,Unsafe behavior,Wait your turn and respect others’ space.,Teach children safe and respectful playground behavior.,Instructional,Scenario,Line up properly and wait your turn.,1,"['Child safety NGO', 'Primary school teacher']"
6–8,Outdoor,Running in Play Area,You are running near the swings where children are playing.,Unsafe behavior,Walk carefully around areas where others are swinging.,Prevent accidents by teaching safe movement around equipment.,Cautionary,Scenario,Slow down and avoid running near swings.,1,"['Child safety NGO', 'Playground supervisor']"
6–8,Outdoor,Biking Safety,You ride your bike without checking if brakes work.,Unsafe behavior,Check your bike before riding and wear safety gear.,Teach children pre-ride safety checks.,Instructional,Scenario,Check brakes and helmet before riding.,2,"['Child safety NGO', 'Sports coach']"
6–8,Outdoor,Water Play Safety,You want to play near a pond without adult supervision.,Unsafe behavior,Stay away from water unless an adult is present.,Teach children the dangers of unsupervised water play.,Serious,Scenario,Inform an adult and play in a safe area.,3,"['Child safety NGO', 'Lifeguard trainer']"
6–8,Outdoor,Playground Equipment Use,You try to hang upside down on the monkey bars without supervision.,Unsafe behavior,Use equipment safely and with adult guidance if needed.,Prevent injuries by teaching correct equipment use.,Cautionary,Scenario,Ask an adult for help and follow safe play rules.,2,"['Child safety NGO', 'Playground supervisor']"
6–8,Outdoor,Toy Sharing,You take a toy from another child without asking.,Unsafe behavior,Always ask before taking someone else's toy.,Teach respect and safe interaction during play.,Instructional,Scenario,Apologize and ask permission to use the toy.,1,"['Child safety NGO', 'Primary school teacher']"
6–8,Outdoor,Group Play Rules,Your group wants to play a game involving tagging near the road.,Unsafe behavior,Play in a safe area away from traffic.,Teach children to select safe areas for group games.,Cautionary,Scenario,Move to the playground or yard to play.,2,"['Child safety NGO', 'Primary school teacher']"
6–8,Outdoor,Animal Safety,You see a stray dog and want to pet it.,Potentially unsafe behavior,Do not approach unknown animals; ask an adult first.,Teach children safe behavior around animals.,Serious,Scenario,Inform an adult and avoid the animal.,2,"['Child safety NGO', 'Animal safety expert']"
6–8,Outdoor,Bike Sharing,Your friend wants to race bikes on the sidewalk.,Unsafe behavior,Use designated bike paths or safe play areas for racing.,Teach children safe areas for cycling.,Cautionary,Scenario,Race in a park or bike lane with adult supervision.,2,"['Child safety NGO', 'Sports coach']"
6–8,Outdoor,Sun Safety,You play outside without a hat or sunscreen on a sunny day.,Potentially unsafe behavior,Wear a hat and sunscreen to protect your skin.,Teach children sun safety during outdoor play.,Instructional,Scenario,Put on a hat and sunscreen before going outside.,1,"['Child safety NGO', 'School nurse']"
6–8,Outdoor,Emergency Signals,You get lost while playing in a park.,Potentially unsafe situation,"Stay in one place, call out for an adult, and don’t follow strangers.",Teach children how to react when lost outdoors.,Serious,Scenario,Call for help and wait for a trusted adult.,3,"['Child safety NGO', 'Park ranger']"
6–8,Outdoor,Falling Hazards,You try to jump from a high ledge at the playground.,Unsafe behavior,Avoid jumping from heights; use slides and climbing areas safely.,Teach children to recognize height-related risks.,Cautionary,Scenario,Use playground equipment as intended and ask an adult for guidance.,2,"['Child safety NGO', 'Playground supervisor']"
6–8,Outdoor,Stranger Approach,A person you don’t know asks you to help carry something.,Unsafe behavior,Politely refuse and find a trusted adult.,Teach children not to follow strangers’ instructions.,Serious,Scenario,"Go to a parent, teacher, or guardian immediately.",3,"['Child safety NGO', 'School counselor']"
6–8,Outdoor,Safe Sharing,A friend wants to share a snack you are allergic to.,Unsafe behavior,Politely decline and explain your allergy to a trusted adult.,Teach children to prioritize health over peer pressure.,Instructional,Scenario,Inform an adult and avoid eating the snack.,2,"['Child safety NGO', 'School nurse']"
6–8,Outdoor,Unsafe Games,Children invite you to run after cars to see who is fastest.,Unsafe behavior,Do not play near vehicles; suggest a safe game elsewhere.,Teach children to avoid dangerous games.,Cautionary,Scenario,Move to a playground or yard for safe play.,3,"['Child safety NGO', 'Traffic safety officer']"
6–8,Outdoor,Helmet Safety,You see friends riding bikes without helmets and want to join.,Unsafe behavior,"Always wear your helmet, even if others do not.",Encourage children to make safe choices independently.,Encouraging,Scenario,Put on your helmet and ride safely.,1,"['Child safety NGO', 'Sports coach']"
6–8,Outdoor,Supervision Awareness,You wander to the far side of the park without telling anyone.,Potentially unsafe behavior,Always inform an adult where you are going.,Teach children the importance of staying within sight.,Cautionary,Scenario,Return to where adults can see you and inform them.,2,"['Child safety NGO', 'Primary school teacher']"
6–8,Outdoor,Friend Safety,Your friend falls while climbing and cries for help.,Emergency response,Do not try to move them alone; get an adult immediately.,Teach children how to respond safely when friends are hurt.,Serious,Scenario,Call an adult and stay with your friend.,2,"['Child safety NGO', 'School nurse']"
6–8,Outdoor,Avoiding Strangers,Someone you don’t know offers a ride in a car nearby.,Unsafe behavior,"Say no, move away, and find a trusted adult.",Teach children to recognize and avoid stranger danger.,Serious,Scenario,Go to a safe adult immediately.,3,"['Child safety NGO', 'School counselor']"
6–8,Outdoor,Playground Boundaries,You run outside the playground fence to chase a ball.,Unsafe behavior,Stop and retrieve the ball only within safe boundaries.,Teach children to respect play area limits.,Cautionary,Scenario,Ask an adult to retrieve the ball safely.,2,"['Child safety NGO', 'Playground supervisor']"
6–8,Outdoor,Group Safety,Your friends start playing a rough game with hitting and pushing.,Unsafe behavior,Refuse to join and suggest a safer activity.,Teach children to recognize unsafe rough play.,Instructional,Scenario,Move away and play a safe game.,2,"['Child safety NGO', 'Primary school teacher']"
6–8,Outdoor,Hydration Safety,You are playing outside on a hot day and ignore water breaks.,Potentially unsafe behavior,Drink water regularly to stay hydrated.,Teach children to take care of their health while playing.,Instructional,Scenario,Take regular water breaks.,1,"['Child safety NGO', 'School nurse']"
6–8,Outdoor,Sun Protection,You play outside at noon without a hat or sunscreen.,Potentially unsafe behavior,Use sunscreen and wear a hat to prevent sunburn.,Teach sun safety during outdoor activities.,Instructional,Scenario,Apply sunscreen and wear a hat before playing.,1,"['Child safety NGO', 'School nurse']"
6–8,Outdoor,Slippery Surfaces,You run on wet grass and slip near the playground.,Unsafe behavior,Walk carefully on slippery surfaces to avoid injury.,Teach children to adjust behavior based on conditions.,Cautionary,Scenario,Walk slowly and ask for help if needed.,2,"['Child safety NGO', 'Playground supervisor']"
6–8,Outdoor,Fence Safety,You try to climb the playground fence to get a ball.,Unsafe behavior,Do not climb fences; use designated entrances.,Prevent injuries by respecting playground boundaries.,Cautionary,Scenario,Ask an adult for help to retrieve the ball safely.,2,"['Child safety NGO', 'Playground supervisor']"
