age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,analytical,Why do calendars help us understand time?,"They show days, months, and years in order.","['Calendars organize time.', 'They help us see past and future dates.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,conceptual,"If you will visit your friend tomorrow, is that past or future?",Future.,"['Tomorrow means it hasn’t happened yet.', 'So it’s future time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,illustrative,"When your teacher says, 'Last week we painted pictures,' what time is she talking about?",The past.,"['Last week is before now.', 'So it belongs to the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,Why do we need to remember the past?,To learn and not repeat mistakes.,"['Past teaches lessons.', 'We use those lessons to make better choices in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,What do we call tomorrow and next week?,The future.,"['They haven’t come yet.', 'So they are in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,"When you look at your baby photos and today’s photo, what is past and what is present?","Baby photo is past, today’s photo is present.","['Past shows what was before.', 'Present shows what is now.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,analytical,How can you tell the difference between old and new objects?,Old ones belong to the past; new ones are from the present.,"['Look at how they are made.', 'Older objects show how things changed over time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,conceptual,Is next month’s holiday in the past or the future?,Future.,"['It hasn’t happened yet.', 'So it’s in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,reasoning,"If your teacher says 'We will go to the library soon', what time is that?",Future.,"['It’s going to happen later.', 'So it’s in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,conceptual,Why is today different from yesterday?,Because time moves forward and things change.,"['Yesterday is past.', 'Today is new and happening now.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,"If you went to the park yesterday and are going again today, which is past and which is present?","Yesterday is past, today is present.","['Past means before now.', 'Present means right now.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,How does understanding time help us make good plans?,It helps us know what to do now and prepare for later.,"['Knowing past, present, and future helps organize our actions.', 'We can plan better for what’s coming next.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,"If you are brushing your teeth right now, what time is it?",Present.,"['You are doing it now.', 'That means it’s the present time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,reasoning,What time is it when your birthday is coming soon?,Future.,"['It hasn’t happened yet.', 'So it’s in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,illustrative,"If you played football yesterday, what time is that?",Past.,"['It already happened.', 'So it’s in the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,comparative,What is different between now and ten years ago?,Ten years ago is the past; now is the present.,"['The past has already happened.', 'The present is what’s happening now.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,reasoning,How can old photographs help us understand the past?,They show how people and places looked before.,"['Photographs record old events.', 'They help us see how life changed over time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,"If school ends next week, is that future or past?",Future.,"['Next week is coming.', 'So it’s in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,conceptual,"If you are drawing a picture now, what time is that?",Present.,"['It’s happening right now.', 'So it’s the present time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,analytical,Why do people celebrate anniversaries?,To remember special events from the past.,"['Anniversaries mark past moments.', 'They remind us of happy memories and history.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,factual,Is next year in the past or the future?,Future.,"['It hasn’t come yet.', 'So it’s in the future.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,illustrative,"What time is it when your mom says, 'You just finished dinner'?",Past.,"['The meal is over.', 'That means it’s in the past.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,conceptual,Why does each new day become part of the past?,Because time keeps moving forward.,"['Once the day ends, it becomes history.', 'That’s how time changes every day.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,conceptual,What time is it when you are doing homework right now?,Present.,"['It’s happening now.', 'So it’s the present time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",medium,reasoning,"When you will visit your grandparents next month, what time is that?",Future.,"['Next month hasn’t come yet.', 'So it’s future time.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",hard,analytical,How can you tell something is from the past?,If it’s old or already happened.,"['Past things are older.', 'We can see signs like dates or old styles.']"
5-7,Social Studies,"Understanding time: past, present, future (simple timeline)",easy,illustrative,"If you are eating breakfast right now, what time is it?",Present.,"['It’s happening now.', 'That’s the present.']"
