age_month,domain,parent_learning_goal,skill_name,why_it_matters,how_to_teach,parent_dos,parent_donts,parent_tip
6,feeding & nutrition,Build acceptance of different tastes.,Repeating exposure to rejected foods,Babies often need multiple exposures to accept new foods.,Reoffer the same food on different days without pressure.,['Reintroduce foods patiently'],['Assume dislike after one try'],Familiarity grows with repetition.
6,sleep & bedtime routines,Support stable night sleep as routines mature.,Keeping bedtime consistent despite day changes,Consistent bedtime supports circadian rhythm development.,Maintain bedtime within a consistent window each night.,['Protect bedtime consistency'],['Shift bedtime drastically'],Consistency anchors sleep.
6,sleep & bedtime routines,Reduce nighttime disturbances.,Avoiding stimulating toys before sleep,High stimulation delays sleep readiness.,Switch to calm toys and activities in the evening.,['Choose calm play'],['Use loud or flashing toys'],Calm play supports calm sleep.
6,hygiene & daily care,Maintain cleanliness as baby explores more.,Cleaning under fingernails regularly,Food and dirt can collect under nails during play.,Clean nails gently during bath time.,['Check nails often'],['Ignore nail hygiene'],Clean hands reduce irritation.
6,safety & emergency awareness,Reduce injury risk from increased movement.,Padding sharp furniture edges,Babies may roll or scoot into furniture.,"Use corner guards on low, sharp edges.",['Install edge protectors'],['Leave sharp corners exposed'],Padding prevents common injuries.
6,emotional & social care,Encourage confidence during exploration.,Staying nearby without interrupting play,Presence provides security while allowing independence.,Sit close and observe while baby explores.,['Be present but quiet'],['Interrupt exploration unnecessarily'],Support without interference.
6,development support,Strengthen hand coordination.,Encouraging banging and dropping toys,These actions support cause-and-effect learning.,Offer safe toys that make sound when dropped.,['Allow repetitive play'],['Stop repetitive exploration'],Repetition builds understanding.
6,parent self-care,Maintain emotional steadiness during rapid changes.,Accepting uneven days without self-judgment,Self-compassion reduces stress and burnout.,Remind yourself that difficult days are normal.,['Practice self-kindness'],['Blame yourself for hard days'],Kindness toward yourself matters.
6,parental teamwork,Keep caregiving balanced as mobility increases.,Sharing supervision during active play,Active play requires close supervision and energy.,Take turns supervising floor play sessions.,['Rotate supervision roles'],['Leave supervision to one parent'],Shared effort prevents burnout.
6,feeding & nutrition,Encourage safe chewing-like mouth movements.,Letting baby practice mashing food with gums,Gum mashing prepares baby for future textured foods.,Offer slightly thicker purees and allow time for mouth movement.,['Allow time for chewing motions'],['Rush swallowing'],Gums do important work before teeth.
6,feeding & nutrition,Build early food routine awareness.,Using a consistent feeding place,A familiar place helps baby focus on eating.,Feed solids in the same chair or area daily.,['Keep feeding location consistent'],['Feed solids in random locations'],Familiar spaces support calm eating.
6,sleep & bedtime routines,Support longer night sleep stretches.,Avoiding late-evening naps,Late naps can interfere with bedtime sleep.,End the last nap early enough to allow sleep pressure.,['Protect bedtime sleep'],['Allow very late naps'],Day sleep timing affects night sleep.
6,sleep & bedtime routines,Reduce sleep disruption from overstimulation.,Creating a quiet wind-down period,A calm transition helps baby relax before sleep.,Lower noise and activity levels before bedtime.,['Create a quiet environment'],['Keep loud activity near bedtime'],Quiet transitions improve sleep quality.
6,hygiene & daily care,Maintain skin comfort during frequent cleaning.,Patting skin dry instead of rubbing,Rubbing can irritate sensitive baby skin.,Gently pat skin dry after baths or wipes.,['Pat skin gently'],['Rub skin vigorously'],Gentle drying protects skin.
6,safety & emergency awareness,Prevent access to unsafe household items.,Storing cleaning products out of reach,Increased mobility raises poisoning risk.,Lock cleaning products in high or secured cabinets.,['Use child locks'],['Leave chemicals accessible'],Locked storage prevents accidents.
6,emotional & social care,Support confidence during new experiences.,Offering encouragement through tone and facial expression,Positive cues help baby feel safe exploring.,Smile and use warm tones during new activities.,['Show positive expressions'],['Display fear or tension'],Your cues guide baby emotions.
6,development support,Encourage early problem-solving.,Letting baby figure out toy manipulation,Independent attempts build cognitive skills.,Pause before helping when baby struggles with a toy.,['Allow brief problem-solving time'],['Immediately solve the problem'],Struggle supports learning.
6,parent self-care,Prevent emotional overload.,Setting one daily non-negotiable rest moment,Daily rest supports mental resilience.,Choose a short daily pause for yourself.,['Protect rest time'],['Skip rest every day'],Small rest moments matter.
6,parental teamwork,Maintain alignment during rapid development.,Discussing new skills observed each week,Shared awareness supports consistent care.,Set aside time weekly to share observations.,['Share observations regularly'],['Assume shared awareness'],Weekly check-ins strengthen teamwork.
6,feeding & nutrition,Support safe introduction of varied solid foods.,Spacing solid meals apart from milk feeds,Spacing helps baby distinguish hunger for milk versus solids.,Wait 30–60 minutes after milk before offering solids.,['Allow time between feeds'],['Offer solids immediately after milk'],Clear spacing improves appetite cues.
6,feeding & nutrition,Encourage positive mealtime focus.,Reducing distractions during solid feeding,Focused feeding supports safer swallowing and interest in food.,Turn off screens and minimize noise during meals.,['Create a calm feeding space'],['Feed with screens on'],Calm focus improves eating.
6,sleep & bedtime routines,Support consistent sleep cues as awareness grows.,Using the same bedtime phrase nightly,Repeated phrases help baby associate words with sleep.,Say the same gentle phrase before placing baby to sleep.,['Repeat bedtime words'],['Change sleep cues often'],Familiar words signal rest.
6,sleep & bedtime routines,Prevent overtiredness during busy days.,Adjusting nap timing after stimulating outings,Extra stimulation can shorten sleep tolerance.,Offer naps earlier after busy or noisy activities.,['Watch fatigue cues closely'],['Stick rigidly to nap times'],Flexibility protects sleep.
6,hygiene & daily care,Maintain cleanliness as exploration increases.,Cleaning toys that go into the mouth,Mouthed toys can carry germs.,Wash or wipe toys regularly according to manufacturer guidance.,['Clean toys routinely'],['Ignore toy hygiene'],Clean toys support healthy exploration.
6,safety & emergency awareness,Prevent accidents during floor mobility.,Keeping doors to unsafe rooms closed,Babies may roll or scoot toward hazards.,Close doors or use door guards to restrict access.,['Secure unsafe areas'],['Leave hazardous rooms open'],Boundaries keep exploration safe.
6,emotional & social care,Support confidence during independent play.,Observing play without constant interruption,Uninterrupted play builds focus and confidence.,Stay nearby and respond only when needed.,['Allow independent play moments'],['Constantly redirect play'],Space supports confidence.
6,development support,Encourage hand-eye coordination.,Offering toys that require two-hand use,Two-hand play builds coordination and strength.,Provide larger toys that need both hands to hold.,['Offer appropriately sized toys'],['Use very small toys'],Two hands build balance.
6,parent self-care,Maintain calm during developmental leaps.,Normalizing temporary sleep or feeding disruptions,Developmental changes can temporarily affect routines.,Remind yourself that regressions are usually short-lived.,['Practice patience'],['Assume permanent problems'],Most phases pass.
